UNIDADE_MANEJO;N_PARC;AREA_PARC;IDADE;N_ARV;DAP;H_MED;H_COMERCIAL;QUALIDADE
1;8;500,34;12;9;29;21,4;;Normal
1;8;500,34;12;10;19,1;;6,7;Torta
1;8;500,34;12;11;31;19,5;;Dominante
1;8;500,34;12;12;19,3;;;Normal
1;8;500,34;12;13;;;;Morta
1;8;500,34;12;14;35;20,8;;Dominante
1;8;500,34;12;15;15,3;;;Normal
1;8;500,34;12;16;23,4;;;Normal
1;8;500,34;12;17;29,6;;10,3;Bifurcada acima DAP
1;8;500,34;12;18;18,4;;;Normal
1;8;500,34;12;19;17,9;;14,3;Bifurcada acima DAP
1;8;500,34;12;20;19,2;;;Normal
1;8;500,34;12;21;24,9;;12,4;Torta
1;8;500,34;12;22;16,7;;9,5;Quebrada
1;8;500,34;12;23;20,5;;;Normal
1;8;500,34;12;24;27;20,7;;Normal
1;8;500,34;12;25;20,1;;;Normal
1;8;500,34;12;26;21,3;;16,5;Torta
1;8;500,34;12;27;25,8;;;Normal
1;8;500,34;12;28;22,4;;;Normal
1;8;500,34;12;29;29;20,9;;Dominante
1;8;500,34;12;30;19,3;;;Normal
1;8;500,34;12;31;25,4;;;Normal
1;8;500,34;12;32;27,1;;;Normal
1;8;500,34;12;33;27,3;;;Normal
1;8;500,34;12;34;21,4;;;Normal
1;8;500,34;12;35;27,6;;;Normal
1;8;500,34;12;36;24,5;;;Normal
1;8;500,34;12;37;;;;Morta
1;8;500,34;12;38;;;;Morta
1;8;500,34;12;39;29;;;Normal
1;8;500,34;12;40;22,3;;;Normal
1;8;500,34;12;41;15,2;;;Normal
1;8;500,34;12;42;30;21,4;;Dominante
1;8;500,34;12;43;14,2;;;Normal
1;8;500,34;12;44;23,4;;;Normal
1;8;500,34;12;45;24,1;;;Normal
1;8;500,34;12;46;26,7;;14,8;Bifurcada acima DAP
1;8;500,34;12;47;20,3;;16,5;Torta
1;8;500,34;12;48;23,2;;;Normal
1;8;500,34;12;49;15,3;;15,6;Torta
1;8;500,34;12;50;;;;Morta
1;8;500,34;12;51;26;;;Normal
1;8;500,34;12;52;21,4;;11,4;Torta
1;8;500,34;12;53;19,9;;14,5;Torta
1;8;500,34;12;54;19,3;;7,3;Bifurcada acima DAP
1;8;500,34;12;55;24,5;;;Normal
1;8;500,34;12;56;28,6;;;Normal
1;8;500,34;12;57;;;;Morta
1;8;500,34;12;58;;;;Morta
1;8;500,34;12;59;24,7;;;Normal
1;8;500,34;12;60;26,1;;;Normal
1;8;500,34;12;61;22,3;;;Normal
1;8;500,34;12;62;19,2;;;Normal
1;8;500,34;12;63;26,5;;;Normal
1;8;500,34;12;64;21,7;;;Normal
1;8;500,34;12;65;24,2;;;Normal
1;8;500,34;12;66;;;;Morta
1;8;500,34;12;67;33;21,5;;Dominante
1;8;500,34;12;68;27,3;;6,4;Bifurcada acima DAP
1;8;500,34;12;69;12,6;;15;Bifurcada acima DAP
1;9;500,34;12;1;20;19;;Normal
1;9;500,34;12;2;20;17,2;;Normal
1;9;500,34;12;3;29;20,4;;Dominante
1;9;500,34;12;4;14,1;;15;Torta
1;9;500,34;12;5;30;20,6;;Dominante
1;9;500,34;12;6;25;20,8;;Normal
1;9;500,34;12;7;29;21,7;;Dominante
1;9;500,34;12;8;15,1;;16,2;Torta
1;9;500,34;12;9;25;20,2;;Normal
1;9;500,34;12;10;27,8;;16,6;Bifurcada acima DAP
1;9;500,34;12;11;23;19;;Normal
1;9;500,34;12;12;;;;Morta
1;9;500,34;12;13;18,1;;;Normal
1;9;500,34;12;14;27;;;Normal
1;9;500,34;12;15;21,2;;11,9;Torta
1;9;500,34;12;16;18,1;;;Normal
1;9;500,34;12;17;19,3;;;Normal
1;9;500,34;12;18;21,7;;;Normal
1;9;500,34;12;19;;;;Morta
1;9;500,34;12;20;22,6;;;Normal
1;9;500,34;12;21;21,6;;;Normal
1;9;500,34;12;22;;;;Morta
1;9;500,34;12;23;;;;Morta
1;9;500,34;12;24;18,6;;13,9;Torta
1;9;500,34;12;25;26,7;;11,1;Bifurcada acima DAP
1;9;500,34;12;26;23,8;;11,6;Torta
1;9;500,34;12;27;;;;Morta
1;9;500,34;12;28;17,4;;13,8;Torta
1;9;500,34;12;29;24,4;;9,2;Torta
1;9;500,34;12;30;16,4;;13,5;Torta
1;9;500,34;12;31;25,5;;;Normal
1;9;500,34;12;32;16,7;;;Normal
1;9;500,34;12;33;22,8;;;Normal
1;9;500,34;12;34;26,1;;;Normal
1;9;500,34;12;35;26,9;;;Normal
1;9;500,34;12;36;27,7;;;Normal
1;9;500,34;12;37;16,3;;;Normal
1;9;500,34;12;38;19;;;Normal
1;9;500,34;12;39;;;;Morta
1;9;500,34;12;40;26,4;;11,1;Torta
1;9;500,34;12;41;24,8;;;Normal
1;9;500,34;12;42;21,3;;;Normal
1;9;500,34;12;43;27,4;;16;Bifurcada acima DAP
1;9;500,34;12;44;34,3;;16;Bifurcada acima DAP
1;9;500,34;12;45;18,6;;;Normal
1;9;500,34;12;46;23,5;;;Normal
1;9;500,34;12;47;;;;Morta
1;9;500,34;12;48;16,3;;;Normal
1;9;500,34;12;49;22,4;;;Normal
1;9;500,34;12;50;23,6;;;Normal
1;9;500,34;12;51;23,1;;;Normal
1;9;500,34;12;52;14,6;;;Normal
1;9;500,34;12;53;23,9;;;Normal
1;9;500,34;12;54;28,5;;16,7;Bifurcada acima DAP
1;9;500,34;12;55;21,3;;;Normal
1;9;500,34;12;56;;;;Morta
1;9;500,34;12;57;29;18;;Dominante
1;9;500,34;12;58;21,8;;;Normal
1;9;500,34;12;59;19,3;;;Normal
1;9;500,34;12;60;22,1;;;Normal
1;9;500,34;12;61;19,2;;;Normal
1;9;500,34;12;62;31;20;;Dominante
1;9;500,34;12;63;26,5;;;Normal
1;9;500,34;12;64;25,3;;;Normal
1;9;500,34;12;65;18,6;;;Normal
1;9;500,34;12;66;22,4;;14,8;Bifurcada acima DAP
1;9;500,34;12;67;26,5;;;Normal
1;9;500,34;12;68;;;;Morta
1;9;500,34;12;69;19,3;;;Normal
1;9;500,34;12;70;18,5;;17,1;Bifurcada acima DAP
1;9;500,34;12;71;14,1;;;Normal
1;9;500,34;12;72;27,5;;;Normal
1;12;500,34;12;1;24,5;;12,3;Torta
1;12;500,34;12;2;21,3;;12,4;Torta
1;12;500,34;12;3;25;19,4;;Normal
1;12;500,34;12;4;20;18,8;;Normal
1;12;500,34;12;5;30;21,2;;Dominante
1;12;500,34;12;6;21;19,2;;Normal
1;12;500,34;12;7;22;19,6;;Normal
1;12;500,34;12;8;24;19,2;;Normal
1;12;500,34;12;9;16,4;;;Normal
1;12;500,34;12;10;19,2;;;Normal
1;12;500,34;12;11;20,1;;7,8;Torta
1;12;500,34;12;12;21,4;;;Normal
1;12;500,34;12;13;22,3;;;Normal
1;12;500,34;12;14;25,9;;;Normal
1;12;500,34;12;15;23,2;;;Normal
1;12;500,34;12;16;20,1;;;Normal
1;12;500,34;12;17;14,5;;12,7;Torta
1;12;500,34;12;18;26;;;Normal
1;12;500,34;12;19;17,4;;;Normal
1;12;500,34;12;20;;;;Morta
1;12;500,34;12;21;28;21;;Normal
1;12;500,34;12;22;23,2;;;Normal
1;12;500,34;12;23;19,1;;;Normal
1;12;500,34;12;24;;;;Morta
1;12;500,34;12;25;18,4;;;Normal
1;12;500,34;12;26;24,5;;;Normal
1;12;500,34;12;27;18,6;;;Normal
1;12;500,34;12;28;13,4;;8;Torta
1;12;500,34;12;29;24,6;;;Normal
1;12;500,34;12;30;14,1;;;Normal
1;12;500,34;12;31;24,6;;;Normal
1;12;500,34;12;32;25,1;;5,5;Torta
1;12;500,34;12;33;30;21,6;;Dominante
1;12;500,34;12;34;25,2;;12,2;Quebrada
1;12;500,34;12;35;29;21,5;;Dominante
1;12;500,34;12;36;;;;Morta
1;12;500,34;12;37;22,5;;;Normal
1;12;500,34;12;38;18,1;;;Normal
1;12;500,34;12;39;28,8;;;Normal
1;12;500,34;12;40;23,4;;;Normal
1;12;500,34;12;41;26,5;;;Normal
1;12;500,34;12;42;21,2;;13;Bifurcada acima DAP
1;12;500,34;12;43;25,6;;;Normal
1;12;500,34;12;44;13,1;;;Normal
1;12;500,34;12;45;19,1;;;Normal
1;12;500,34;12;46;24;;;Normal
1;12;500,34;12;47;22,3;;;Normal
1;12;500,34;12;48;24,8;;14,1;Torta
1;12;500,34;12;49;;;;Bifurcada abaixo DAP
1;12;500,34;12;50;;;;Bifurcada abaixo DAP
1;12;500,34;12;51;20,2;;;Bifurcada abaixo DAP
1;12;500,34;12;52;16,6;;;Normal
1;12;500,34;12;53;26,5;;7,2;Bifurcada acima DAP
1;12;500,34;12;54;24,1;;7;Bifurcada acima DAP
1;12;500,34;12;55;23,6;;;Normal
1;12;500,34;12;56;19,1;;;Normal
1;12;500,34;12;57;24;;;Normal
1;12;500,34;12;58;21,3;;;Normal
1;12;500,34;12;59;23,2;;;Normal
1;12;500,34;12;60;13,4;;;Normal
1;12;500,34;12;61;13,6;;13,1;Torta
1;12;500,34;12;62;19,2;;6,6;Bifurcada acima DAP
1;12;500,34;12;63;25,1;;;Normal
1;12;500,34;12;64;;;;Morta
1;12;500,34;12;65;22,1;;;Normal
1;12;500,34;12;66;29;20,3;;Dominante
1;12;500,34;12;67;18,1;;;Normal
1;12;500,34;12;68;29;22,1;;Dominante
1;12;500,34;12;69;21,4;;;Normal
1;12;500,34;12;70;22,3;;;Normal
1;12;500,34;12;71;25,1;;;Normal
1;12;500,34;12;72;18,2;;;Normal
1;12;500,34;12;73;26,8;;;Normal
1;12;500,34;12;74;24,6;;10,5;Torta
1;12;500,34;12;75;22,1;;;Normal
1;12;500,34;12;76;21,4;;;Normal
1;12;500,34;12;77;;;;Morta
1;12;500,34;12;78;29;20,9;;Dominante
1;3;500,34;12;1;20;19,3;;Normal
1;3;500,34;12;2;23;18,9;;Normal
1;3;500,34;12;3;23;19,1;;Normal
1;3;500,34;12;4;19;18,2;;Normal
1;3;500,34;12;5;29;19,9;;Normal
1;3;500,34;12;6;22;17,9;;Normal
1;3;500,34;12;7;22,1;;11;Bifurcada acima DAP
1;3;500,34;12;8;20,3;;;Normal
1;3;500,34;12;9;20,2;;;Normal
1;3;500,34;12;10;29;20,3;;Dominante
1;3;500,34;12;11;12,3;;8,2;Bifurcada acima DAP
1;3;500,34;12;12;26,3;;;Normal
1;3;500,34;12;13;21;;9,5;Bifurcada acima DAP
1;3;500,34;12;14;20,3;;;Normal
1;3;500,34;12;15;30;19,9;;Dominante
1;3;500,34;12;16;20,4;;;Normal
1;3;500,34;12;17;22,3;;;Normal
1;3;500,34;12;18;25,2;;;Normal
1;3;500,34;12;19;20,4;;;Normal
1;3;500,34;12;20;23,2;;;Normal
1;3;500,34;12;21;25;;;Normal
1;3;500,34;12;22;21,1;;;Normal
1;3;500,34;12;23;20,4;;5,5;Torta
1;3;500,34;12;24;15,3;;8,9;Torta
1;3;500,34;12;25;27;;;Normal
1;3;500,34;12;26;17,6;;14;Torta
1;3;500,34;12;27;;;;Morta
1;3;500,34;12;28;23,8;;;Normal
1;3;500,34;12;29;25,3;;;Normal
1;3;500,34;12;30;18,2;;9,7;Torta
1;3;500,34;12;31;24,8;;;Normal
1;3;500,34;12;32;27,9;;;Normal
1;3;500,34;12;33;20,2;;;Normal
1;3;500,34;12;34;27;;;Normal
1;3;500,34;12;35;20,3;;;Normal
1;3;500,34;12;36;19,2;;8,8;Bifurcada acima DAP
1;3;500,34;12;37;23,1;;10,3;Bifurcada acima DAP
1;3;500,34;12;38;10,9;;;Normal
1;3;500,34;12;39;21,3;;;Normal
1;3;500,34;12;40;17,4;;;Normal
1;3;500,34;12;41;19,2;;;Normal
1;3;500,34;12;42;27,9;;;Normal
1;3;500,34;12;43;19,5;;10,9;Torta
1;3;500,34;12;44;23,6;;8;Torta
1;3;500,34;12;45;15,3;;6,3;Torta
1;3;500,34;12;46;24,5;;9,7;Bifurcada acima DAP
1;3;500,34;12;47;26,7;;17,7;Bifurcada acima DAP
1;3;500,34;12;48;19,8;;;Normal
1;3;500,34;12;49;30,4;;17,3;Quebrada
1;3;500,34;12;50;13,6;;;Normal
1;3;500,34;12;51;20,2;;;Normal
1;3;500,34;12;52;16,2;;14,1;Torta
1;3;500,34;12;53;26,4;;;Normal
1;3;500,34;12;54;;;;Morta
1;3;500,34;12;55;;;;Morta
1;3;500,34;12;56;13,1;;9,1;Torta
1;3;500,34;12;57;17,2;;14,1;Torta
1;3;500,34;12;58;30;20,3;;Dominante
1;3;500,34;12;59;20,2;;;Normal
1;3;500,34;12;60;30;20,4;;Dominante
1;3;500,34;12;61;28,4;;;Normal
1;3;500,34;12;62;18,5;;;Normal
1;3;500,34;12;63;25,6;;;Normal
1;3;500,34;12;64;30;21,2;;Dominante
1;3;500,34;12;65;22,3;;11,9;Torta
1;3;500,34;12;66;27,5;;;Normal
1;3;500,34;12;67;22,3;;15,7;Quebrada
1;3;500,34;12;68;20,5;;;Normal
1;3;500,34;12;69;21,2;;16,4;Torta
1;3;500,34;12;70;23,4;;;Normal
1;3;500,34;12;71;21,3;;;Normal
1;3;500,34;12;72;21,6;;;Normal
1;3;500,34;12;73;12,1;;5,5;Torta
1;3;500,34;12;74;27,4;;;Normal
1;3;500,34;12;75;25,2;;;Normal
1;3;500,34;12;76;24,2;;;Normal
1;3;500,34;12;77;18,3;;;Normal
1;5;500,34;12;1;27;20,4;;Normal
1;5;500,34;12;2;25;18,1;;Normal
1;5;500,34;12;3;14,8;;15,2;Torta
1;5;500,34;12;4;23,2;;7,5;Bifurcada acima DAP
1;5;500,34;12;5;20,5;;12;Torta
1;5;500,34;12;6;25;19,9;;Normal
1;5;500,34;12;7;14,6;;;Bifurcada abaixo DAP
1;5;500,34;12;8;22,3;;;Bifurcada abaixo DAP
1;5;500,34;12;9;17;16,4;;Normal
1;5;500,34;12;10;16,4;;15,5;Torta
1;5;500,34;12;11;25;18,5;;Normal
1;5;500,34;12;12;25,7;;;Normal
1;5;500,34;12;13;21,5;;;Normal
1;5;500,34;12;14;19,8;;;Normal
1;5;500,34;12;15;27;20,6;;Normal
1;5;500,34;12;16;20,3;;;Normal
1;5;500,34;12;17;;;;Morta
1;5;500,34;12;18;18,4;;17,9;Torta
1;5;500,34;12;19;21,6;;8,8;Torta
1;5;500,34;12;20;22,3;;;Normal
1;5;500,34;12;21;18,4;;;Normal
1;5;500,34;12;22;21,2;;10,3;Torta
1;5;500,34;12;23;23,5;;;Normal
1;5;500,34;12;24;25,1;;17,7;Torta
1;5;500,34;12;25;18,9;;;Normal
1;5;500,34;12;26;24,2;;;Normal
1;5;500,34;12;27;19,1;;17,7;Bifurcada acima DAP
1;5;500,34;12;28;19,8;;7,5;Bifurcada acima DAP
1;5;500,34;12;29;21,3;;;Normal
1;5;500,34;12;30;27,1;;;Normal
1;5;500,34;12;31;25,3;;16,3;Torta
1;5;500,34;12;32;11,4;;16,3;Torta
1;5;500,34;12;33;20,2;;;Normal
1;5;500,34;12;34;33;20;;Dominante
1;5;500,34;12;35;23,5;;12,3;Torta
1;5;500,34;12;36;24,2;;;Normal
1;5;500,34;12;37;12,3;;6,8;Torta
1;5;500,34;12;38;14,9;;7;Bifurcada acima DAP
1;5;500,34;12;39;24,1;;6,7;Bifurcada acima DAP
1;5;500,34;12;40;11;;;Bifurcada abaixo DAP
1;5;500,34;12;41;12,1;;;Bifurcada abaixo DAP
1;5;500,34;12;42;29;19,7;;Dominante
1;5;500,34;12;43;25,9;;;Normal
1;5;500,34;12;44;14,3;;;Normal
1;5;500,34;12;45;22,1;;;Normal
1;5;500,34;12;46;20,2;;;Normal
1;5;500,34;12;47;25,7;;;Normal
1;5;500,34;12;48;16,9;;17,1;Torta
1;5;500,34;12;49;20,3;;15,9;Torta
1;5;500,34;12;50;17,3;;;Normal
1;5;500,34;12;51;26,5;;8,4;Bifurcada acima DAP
1;5;500,34;12;52;15,1;;9,1;Torta
1;5;500,34;12;53;28,6;;17,2;Bifurcada acima DAP
1;5;500,34;12;54;28;20,2;;Dominante
1;5;500,34;12;55;24,1;;7;Bifurcada acima DAP
1;5;500,34;12;56;18,3;;;Normal
1;5;500,34;12;57;20,2;;13,1;Torta
1;5;500,34;12;58;;;;Morta
1;5;500,34;12;59;26,2;;7,5;Torta
1;5;500,34;12;60;20,2;;;Normal
1;5;500,34;12;61;28;20,1;;Dominante
1;5;500,34;12;62;;;;Morta
1;5;500,34;12;63;24,1;;;Normal
1;5;500,34;12;64;17,2;;;Normal
1;5;500,34;12;65;15,3;;;Normal
1;5;500,34;12;66;24,7;;;Normal
1;5;500,34;12;67;19,2;;;Normal
1;5;500,34;12;68;20,1;;;Normal
1;5;500,34;12;69;28;21,3;;Dominante
1;5;500,34;12;70;18,4;;;Normal
1;5;500,34;12;71;17,3;;10,9;Torta
1;5;500,34;12;72;;;;Morta
1;5;500,34;12;73;26,8;;;Normal
1;5;500,34;12;74;23,5;;;Normal
1;5;500,34;12;75;27,2;;;Normal
1;5;500,34;12;76;18,4;;;Normal
1;5;500,34;12;77;21,3;;;Normal
1;5;500,34;12;78;25,1;;;Normal
1;5;500,34;12;79;31,8;;7,4;Bifurcada acima DAP
1;5;500,34;12;80;12,1;;14,5;Torta
1;5;500,34;12;81;19,3;;12,1;Torta
1;11;500,34;12;1;24;19,2;;Normal
1;11;500,34;12;2;18,4;;15,5;Torta
1;11;500,34;12;3;21,3;;15,3;Torta
1;11;500,34;12;4;15;17,8;;Normal
1;11;500,34;12;5;15,1;;12,1;Torta
1;11;500,34;12;6;18,1;;;Bifurcada abaixo DAP
1;11;500,34;12;7;18,4;;;Bifurcada abaixo DAP
1;11;500,34;12;8;17;;8,8;Bifurcada acima DAP
1;11;500,34;12;9;18;18,9;;Normal
1;11;500,34;12;10;23;20;;Normal
1;11;500,34;12;11;15;16,4;;Normal
1;11;500,34;12;12;24,9;;;Normal
1;11;500,34;12;13;21,3;;;Normal
1;11;500,34;12;14;20,7;;;Normal
1;11;500,34;12;15;26,3;;14,6;Bifurcada acima DAP
1;11;500,34;12;16;15,1;;;Normal
1;11;500,34;12;17;32;20,5;;Dominante
1;11;500,34;12;18;24,1;;16,3;Torta
1;11;500,34;12;19;20,3;;;Normal
1;11;500,34;12;20;19,2;;16,5;Bifurcada acima DAP
1;11;500,34;12;21;21,4;;;Normal
1;11;500,34;12;22;;;;Morta
1;11;500,34;12;23;16,2;;;Normal
1;11;500,34;12;24;25,1;;;Normal
1;11;500,34;12;25;20,3;;;Normal
1;11;500,34;12;26;14,1;;;Normal
1;11;500,34;12;27;25,9;;;Normal
1;11;500,34;12;28;17,4;;;Normal
1;11;500,34;12;29;27,5;;;Normal
1;11;500,34;12;30;15,6;;;Normal
1;11;500,34;12;31;28;20,4;;Dominante
1;11;500,34;12;32;;;;Morta
1;11;500,34;12;33;23,1;;;Normal
1;11;500,34;12;34;27,4;;;Normal
1;11;500,34;12;35;15,3;;;Normal
1;11;500,34;12;36;21,8;;;Normal
1;11;500,34;12;37;19,3;;;Normal
1;11;500,34;12;38;17,4;;11;Torta
1;11;500,34;12;39;24,5;;;Normal
1;11;500,34;12;40;23,6;;;Normal
1;11;500,34;12;41;21,8;;;Normal
1;11;500,34;12;42;21,4;;10,9;Torta
1;11;500,34;12;43;18,9;;17,2;Torta
1;11;500,34;12;44;20,8;;;Normal
1;11;500,34;12;45;21,4;;;Normal
1;11;500,34;12;46;13,6;;13,6;Torta
1;11;500,34;12;47;20,4;;16,8;Torta
1;11;500,34;12;48;13,6;;6,4;Bifurcada acima DAP
1;11;500,34;12;49;26,4;;;Normal
1;11;500,34;12;50;23,8;;;Normal
1;11;500,34;12;51;19,1;;;Normal
1;11;500,34;12;52;24,2;;;Normal
1;11;500,34;12;53;19,1;;;Normal
1;11;500,34;12;54;16,5;;15,6;Torta
1;11;500,34;12;55;17,9;;;Normal
1;11;500,34;12;56;19,1;;6,8;Torta
1;11;500,34;12;57;22;;;Normal
1;11;500,34;12;58;25,8;;15,6;Torta
1;11;500,34;12;59;28,1;;14,7;Torta
1;11;500,34;12;60;17,4;;5,5;Bifurcada acima DAP
1;11;500,34;12;61;31,2;;7,5;Bifurcada acima DAP
1;11;500,34;12;62;23,4;;;Normal
1;11;500,34;12;63;20,2;;;Normal
1;11;500,34;12;64;15,1;;;Normal
1;11;500,34;12;65;22,5;;;Normal
1;11;500,34;12;66;29;19,9;;Dominante
1;11;500,34;12;67;;;;Morta
1;11;500,34;12;68;34,5;;12,1;Bifurcada acima DAP
1;11;500,34;12;69;24,9;;;Normal
1;11;500,34;12;70;25;;;Normal
1;11;500,34;12;71;18,3;;;Normal
1;11;500,34;12;72;;;;Morta
1;11;500,34;12;73;27,2;;6;Torta
1;11;500,34;12;74;28;21,1;;Dominante
1;11;500,34;12;75;20,1;;13,5;Bifurcada acima DAP
1;11;500,34;12;76;;;;Bifurcada abaixo DAP
1;11;500,34;12;77;15,6;;;Bifurcada abaixo DAP
1;11;500,34;12;78;22;;;Normal
1;11;500,34;12;79;23,4;;;Normal
1;11;500,34;12;80;30;20,9;;Dominante
1;11;500,34;12;81;;;;Morta
2;18;500,34;10;1;19;16;;Normal
2;18;500,34;10;2;30;17,6;;Dominante
2;18;500,34;10;3;22;;7,4;Bifurcada acima DAP
2;18;500,34;10;4;15;13,5;;Normal
2;18;500,34;10;5;23;14,8;;Normal
2;18;500,34;10;6;25;15,4;;Dominante
2;18;500,34;10;7;21;15,3;;Normal
2;18;500,34;10;8;12;12,8;;Normal
2;18;500,34;10;9;;;;Morta
2;18;500,34;10;10;12,8;;;Normal
2;18;500,34;10;11;15,3;;;Normal
2;18;500,34;10;12;27,4;;7,3;Bifurcada acima DAP
2;18;500,34;10;13;20,2;;;Normal
2;18;500,34;10;14;7,3;;;Bifurcada abaixo DAP
2;18;500,34;10;15;14,5;;;Bifurcada abaixo DAP
2;18;500,34;10;16;28;17,4;;Dominante
2;18;500,34;10;17;21,3;;;Normal
2;18;500,34;10;18;19,8;;;Normal
2;18;500,34;10;19;22,4;;7,3;Bifurcada acima DAP
2;18;500,34;10;20;18,1;;;Normal
2;18;500,34;10;21;24,5;;;Normal
2;18;500,34;10;22;15,3;;;Normal
2;18;500,34;10;23;20,2;;;Normal
2;18;500,34;10;24;21,1;;;Normal
2;18;500,34;10;25;12,4;;6,6;Torta
2;18;500,34;10;26;17,3;;;Normal
2;18;500,34;10;27;23,6;;;Normal
2;18;500,34;10;28;16,4;;;Normal
2;18;500,34;10;29;21,5;;;Normal
2;18;500,34;10;30;22,3;;;Normal
2;18;500,34;10;31;12,1;;;Normal
2;18;500,34;10;32;21,3;;;Normal
2;18;500,34;10;33;17,2;;;Normal
2;18;500,34;10;34;20,4;;;Normal
2;18;500,34;10;35;22,1;;;Normal
2;18;500,34;10;36;24,7;;;Normal
2;18;500,34;10;37;17,8;;;Normal
2;18;500,34;10;38;17,3;;;Normal
2;18;500,34;10;39;9,2;;;Bifurcada abaixo DAP
2;18;500,34;10;40;10,1;;;Bifurcada abaixo DAP
2;18;500,34;10;41;21,4;;;Normal
2;18;500,34;10;42;20,2;;;Normal
2;18;500,34;10;43;21,3;;;Normal
2;18;500,34;10;44;15,1;;;Normal
2;18;500,34;10;45;21,7;;;Normal
2;18;500,34;10;46;18,3;;;Normal
2;18;500,34;10;47;17,9;;;Normal
2;18;500,34;10;48;21,2;;;Normal
2;18;500,34;10;49;23,4;;;Normal
2;18;500,34;10;50;18;;;Normal
2;18;500,34;10;51;11,3;;;Normal
2;18;500,34;10;52;6,7;;8,7;Torta
2;18;500,34;10;53;18;;;Normal
2;18;500,34;10;54;19,1;;;Normal
2;18;500,34;10;55;22,3;;;Normal
2;18;500,34;10;56;13,1;;;Normal
2;18;500,34;10;57;20,4;;;Normal
2;18;500,34;10;58;24,9;;;Normal
2;18;500,34;10;59;24,1;;;Normal
2;18;500,34;10;60;24,7;;;Normal
2;18;500,34;10;61;12,3;;;Normal
2;18;500,34;10;62;25;15,1;;Dominante
2;18;500,34;10;63;14,1;;7,7;Bifurcada acima DAP
2;18;500,34;10;64;23,4;;;Normal
2;18;500,34;10;65;17,1;;;Normal
2;18;500,34;10;66;15,3;;;Normal
2;18;500,34;10;67;18,4;;;Normal
2;18;500,34;10;68;18,1;;7;Bifurcada acima DAP
2;18;500,34;10;69;16,3;;;Normal
2;18;500,34;10;70;19,8;;;Normal
2;18;500,34;10;71;18,6;;;Normal
2;18;500,34;10;72;26;;5,9;Bifurcada acima DAP
2;18;500,34;10;73;18,3;;;Normal
2;18;500,34;10;74;21,2;;;Normal
2;18;500,34;10;75;25,4;;8,6;Bifurcada acima DAP
2;18;500,34;10;76;18,4;;10,3;Bifurcada acima DAP
2;18;500,34;10;77;12,1;;;Bifurcada abaixo DAP
2;18;500,34;10;78;14,3;;;Bifurcada abaixo DAP
2;18;500,34;10;79;26;16,4;;Dominante
2;18;500,34;10;80;24,1;;;Normal
2;18;500,34;10;81;20,4;;9,7;Torta
2;18;500,34;10;82;14,3;;11,3;Torta
2;18;500,34;10;83;20,9;;;Normal
2;18;500,34;10;84;19,1;;11,3;Torta
2;18;500,34;10;85;23,2;;;Normal
2;18;500,34;10;86;17,4;;;Normal
1;1;500,34;12;1;22;20,5;;Normal
1;1;500,34;12;2;25;19,4;;Normal
1;1;500,34;12;3;23;19,8;;Normal
1;1;500,34;12;4;15,3;;10,5;Torta
1;1;500,34;12;5;20,7;;14,7;Torta
1;1;500,34;12;6;18;17,8;;Normal
1;1;500,34;12;7;27;20,9;;Normal
1;1;500,34;12;8;19;20,1;;Normal
1;1;500,34;12;9;23;19,7;;Normal
1;1;500,34;12;10;24,4;;;Normal
1;1;500,34;12;11;22,6;;;Normal
1;1;500,34;12;12;26,4;;;Normal
1;1;500,34;12;13;30;21;;Dominante
1;1;500,34;12;14;29,1;;13,3;Quebrada
1;1;500,34;12;15;19,3;;;Normal
1;1;500,34;12;16;26,4;;;Normal
1;1;500,34;12;17;19,4;;;Normal
1;1;500,34;12;18;22,8;;;Normal
1;1;500,34;12;19;16,4;;12,8;Torta
1;1;500,34;12;20;30;22,3;;Dominante
1;1;500,34;12;21;19,1;;7,5;Bifurcada acima DAP
1;1;500,34;12;22;25,7;;;Normal
1;1;500,34;12;23;22,3;;;Normal
1;1;500,34;12;24;35,8;;13,5;Bifurcada acima DAP
1;1;500,34;12;25;37;20,9;;Dominante
1;1;500,34;12;26;13,9;;9,6;Torta
1;1;500,34;12;27;17,9;;;Bifurcada abaixo DAP
1;1;500,34;12;28;18,9;;;Bifurcada abaixo DAP
1;1;500,34;12;29;16,4;;;Normal
1;1;500,34;12;30;24,9;;;Normal
1;1;500,34;12;31;27,3;;8,9;Torta
1;1;500,34;12;32;16,3;;;Normal
1;1;500,34;12;33;18,4;;;Normal
1;1;500,34;12;34;20,2;;9,2;Bifurcada acima DAP
1;1;500,34;12;35;20,4;;;Normal
1;1;500,34;12;36;28,3;;;Normal
1;1;500,34;12;37;16,1;;16,7;Torta
1;1;500,34;12;38;21,4;;;Normal
1;1;500,34;12;39;23,2;;10,7;Bifurcada acima DAP
1;1;500,34;12;40;24,3;;;Normal
1;1;500,34;12;41;19,2;;;Normal
1;1;500,34;12;42;23,1;;;Normal
1;1;500,34;12;43;22,7;;;Normal
1;1;500,34;12;44;24,6;;;Normal
1;1;500,34;12;45;;;;Bifurcada abaixo DAP
1;1;500,34;12;46;16;;;Bifurcada abaixo DAP
1;1;500,34;12;47;28;21,4;;Normal
1;1;500,34;12;48;12,3;;17,9;Torta
1;1;500,34;12;49;29;21,7;;Dominante
1;1;500,34;12;50;17,3;;7,1;Torta
1;1;500,34;12;51;22,8;;13,4;Bifurcada acima DAP
1;1;500,34;12;52;25,6;;;Normal
